len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
69,6,0,0,17,2,15,2,2,0,11,7,8,7,0,9,1,0,28,1,0,0,18,29,563,-1,http://artebinaria.com/ldomes/bookmark/index.php?rand\x13InboxLightaspxn....,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,211,29,260,-1,http://www.somethinspecial.com/,0
33,1,0,0,8,1,20,2,1,0,17,9.5,6,6,0,5,0,0,0,0,0,0,-1,-1,-1,-1,http://lacrecheenchantee.lu/rename/admin,1
55,8,0,0,35,3,17,3,3,0,9,5,21,10.33333333,0,3,3,0,0,0,0,0,167,1,345,-1,http://www.valleygun.com/logs/https:/www2.Santander.com.br/...,1
42,4,0,0,13,1,24,2,1,0,20,11.5,11,11,0,5,3,0,0,0,0,0,18,6,186,110008,http://heritageinyounghands.com/bethpagefcu/dd...,1
61,5,0,1,45,3,13,3,3,0,6,3.666666667,32,13.66666667,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://van-ma.com.br/cli/apache/1b0a3877cd7292b34f777b1edba72433/...,1
22,2,0,0,1,0,21,3,0,0,11,6.333333333,0,0,0,0,0,0,0,0,0,0,109,11,444,11,http://asithappens.tppr.info/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,162,30,913,-1,http://www.arcadiaconcepts.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,231,9,104,16001,http://www.tesorosdetaxco.com/,0
33,2,1,0,1,0,17,2,0,0,13,8,0,0,0,15,1,1,0,0,0,0,25,11,479,-1,http://wildcitymedia.com/index_login.htm,1
25,2,0,1,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,87,9,106,-1,http://www.dag-hammarskjold.com/,0
37,1,0,1,15,2,18,2,2,0,15,8.5,7,6,1,4,0,0,0,0,0,0,-1,-1,-1,-1,http://paypal-exchange.tk/webapps/1e201/home,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,209,55,1761,208001,http://www.upfcindia.com/,0
64,5,1,0,31,4,12,2,4,0,8,5.5,10,6.5,0,12,1,0,9,1,4,0,21,3,5,85016,http://mtadumps.com/wp-content/access/view/verify/document.php?fid=4...,1
66,5,0,0,30,5,21,3,5,0,14,6.333333333,9,4.8,0,15,3,0,0,0,0,0,-1,-1,-1,-1,http://www.ecoledelapomme.ch/sio/-/lara/nadee1847/siralah/1fb13eec1c21...,1
51,3,0,0,22,3,19,3,3,0,8,5.666666667,8,6,0,10,1,0,0,0,0,0,154,38,691,6565656,http://people.revoledu.com/kardi/tutorial/kMean/index.html,0
15,2,0,1,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,202,14,311,11,http://www.vip-24.com/,0
17,3,0,0,1,0,16,4,0,0,5,3.25,0,0,0,0,0,0,0,0,0,0,-1,-78,-1,110025,http://www.neeri.res.in/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,199,5,217,11530,http://www.indoflorist.com/,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,196,8,77,11202,http://www.antiqueradioknobs.com/,0
55,3,0,0,17,2,13,3,2,0,5,3.666666667,8,7,0,25,1,0,0,0,0,0,365,43,926,950528119,http://www.intel.com/design/Pentium4/documentation.htm#manuals,0
17,1,0,1,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,2,9,76,-1,http://icloud-radar.com/,1
28,2,0,0,1,0,27,3,0,0,19,8.333333333,0,0,0,0,0,0,0,0,0,0,160,8,103,200,http://www.newyorktheatreguide.com/,0
46,4,0,0,15,2,19,2,2,0,15,9,6,6,0,12,3,1,0,0,0,0,50,10,71,-1,http://sensualinterest.com/accont/testtt/send_inbo...,1
21,1,0,1,9,1,12,2,1,0,8,5.5,7,7,0,0,0,0,0,0,0,0,2,10,66,66,http://jp-appel.com/clients/,1
23,2,0,0,1,0,22,3,0,0,9,6.666666667,0,0,0,0,0,0,0,0,0,0,245,7,178,98007,http://radioman.swiftsite.com/,0
62,5,0,0,38,4,21,3,4,0,14,6.333333333,11,8.25,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://www.winalitelatvia.lv/components/com_banners/helpers/Paype/...,1
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,217,95,620,-1,http://www.choconet1.com/,0
27,3,0,0,10,2,17,4,2,0,6,3.5,5,3.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.vflams.com.br/files/GD/,1
34,3,0,0,14,2,18,4,2,0,7,3.75,6,5.5,0,2,0,0,0,0,0,0,-1,-1,-1,-1,http://www.vctrans.com.br/server/file1/nD,1
21,3,0,0,1,0,13,3,0,0,6,3.666666667,0,0,0,7,1,0,0,0,0,0,-1,8,142,44238,http://123456.2fh.co/Log.php,1
35,1,0,0,1,0,24,2,0,0,20,11.5,0,0,0,10,0,0,0,0,0,0,198,6,82,-1,http://stowefamilydentistry.com/bestwellss,1
12,2,0,0,1,0,11,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,173,7,185,-1,http://www.ynwa.tv/,0
34,3,0,0,3,1,16,3,1,0,9,4.666666667,1,1,0,15,1,0,0,0,0,0,-1,-1,-1,-1,http://idealterm.com.br/x/contactform.php,1
66,6,1,0,7,1,27,3,1,0,16,8.333333333,5,5,0,8,1,0,24,2,8,0,74,10,68,-1,http://se14th.aamcocentraliowa.com/login/inet.php?LOB=RBGLogon&amp;_pa...,1
24,1,0,0,15,1,9,2,1,0,5,4,13,13,0,0,0,0,0,0,0,0,7,5,199,-1,http://au699.com/sortfinancial/,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,193,47,1562,41175,http://www.mehndiratta.net/,0
31,4,0,0,5,1,15,4,1,0,4,3,3,3,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://www.aeep.com.au/SGD/really2.php,1
15,1,0,0,1,0,14,2,0,0,10,6.5,0,0,0,0,0,0,0,0,0,0,219,9,128,-1,http://wherehouse.com/,0
25,3,0,0,1,0,24,4,0,0,14,5.25,0,0,0,0,0,0,0,0,0,0,3,9,103,-1,http://www.attackofthekop.co.uk/,0
62,5,0,2,25,2,27,5,2,0,10,4.6,14,11,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://www-groups.dcs.st-and.ac.uk/~history/Mathematicians/Frisi.html,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,181,11,20,-1,http://www.henrythorson.com/,0
66,4,0,0,13,2,18,2,2,0,14,8.5,6,5,0,35,3,0,0,0,0,0,33,3,301,264,http://milangardeninn.com/script/data/6dbf59470b4ec857a116baabd010f51c...,1
66,4,1,0,36,4,21,2,4,0,17,10,10,7.75,0,9,3,0,0,0,0,0,15,9,381,78108,http://savingfaithchurch.org/wp-content/plugins/update/products/viewer...,1
34,2,0,0,21,2,13,3,2,0,6,3.666666667,12,9,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.xs4all.nl/~blago/planewriting/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,221,7,1606,-1,http://www.stonetapert.com/,0
50,4,0,0,38,2,9,2,2,0,6,4,31,17.5,1,3,3,0,0,0,0,0,-1,-1,-1,-1,http://s3rver.tk/date/83617C429A994E009BA0BDFB9916156/...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,194,10,66,302015,http://www.kyanitegems.com/,0
43,7,0,0,6,1,22,4,1,0,11,4.75,4,4,0,15,4,0,0,0,0,0,-1,-1,-1,-1,http://www.odmplumbing.com.au/minn/question.php...,1
59,4,0,0,43,2,13,2,2,0,9,6,32,20,0,3,3,0,0,0,0,0,105,3,286,-1,http://ippnstaff.com/document/48e59fc1ee61a19c265b73508ef8d101/...,1
13,2,0,0,1,0,12,3,0,0,5,3.333333333,0,0,0,0,0,0,0,0,0,0,-1,4,-1,110003,http://cdsco.nic.in/,0
66,4,0,0,18,2,14,2,2,0,10,6.5,9,7.5,0,34,3,0,0,0,0,0,114,54,487,-1,http://confluentc.com/images/excelfile/506ecf72a72c59209991dc1870d8dad...,1
66,5,0,0,18,2,23,3,2,0,12,7,11,7.5,0,25,3,0,0,0,0,0,6,6,127,91111,http://iw4510.freehostgate.net/MaPe8-DoXV4/2016/708680f8401279294a70e2...,1
31,3,0,0,1,0,13,3,0,0,7,3.666666667,0,0,0,17,1,0,0,0,0,0,-1,-1,-1,-1,http://102fe64.at.ua/verification.html,1
66,5,0,0,20,2,22,3,2,0,15,6.666666667,11,8.5,0,24,3,0,0,0,0,0,-1,-1,-1,-1,http://universoindiano.com.br/investments/adobes/136daaf67cfd1f8783475...,1
63,7,0,0,30,4,22,4,4,0,8,4.75,10,6.25,0,11,4,0,0,0,0,0,-1,-1,-1,-1,http://datashed.desoft.com.au/themes/seven/MailboxFUD/home/post.php...,1
37,3,0,0,10,2,15,3,2,0,7,4.333333333,5,3.5,0,12,1,0,0,0,0,0,137,7,2145,440012,http://www.gharkul.com/js/reset/cibcfcib.htm,1
59,6,0,0,7,1,38,3,1,0,20,12,5,5,0,14,4,0,0,0,0,0,137,19,193,-1,https://bbrasilclientescadas.websiteseguro.com/segbb/frame2.html...,1
46,3,0,0,20,3,20,3,3,0,12,6,7,5.333333333,0,6,1,0,0,0,0,0,113,7,162,91521,http://www.espncricinfo.com/india/content/team/6.html,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,242,10,685,-1,http://www.rasputinmusic.com/,0
66,8,1,4,0,0,66,6,0,0,20,9.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.paypal.com.webapps-mpp-cgi.confirmation-account.recovery-lo...,1
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,52,92,368,93400,http://www.algolia.com/,0
16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,210,54,222,101210701,http://www.sigplan.org/,0
66,5,1,0,34,4,13,3,4,0,5,3.666666667,10,7.25,0,19,3,2,0,0,0,0,7,5,222,98083,http://www.oyuny.com/wp-content/themes/Boutique/cache/confirm-your-acc...,1
66,8,0,0,42,3,20,2,3,0,16,9.5,23,12.66666667,0,4,3,0,0,0,0,0,-1,-1,-1,-1,http://landkglobaltours.com/usaa.com.online.upgrade/usaa.com/contact/l...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.career.com/,0
16,1,0,0,1,0,15,2,0,0,11,7,0,0,0,0,0,0,0,0,0,0,195,21,185,-1,http://candocareer.com/,0
21,2,0,0,10,2,11,3,2,0,3,3,4,3.5,0,0,0,0,0,0,0,0,233,7,214,19104,http://www.ipl.org/div/farq/,0
66,4,0,1,29,2,24,2,2,0,21,11.5,17,13,0,13,3,0,0,0,0,0,-1,-1,-1,76135,http://computerservice-filip.de/plaintext/00000198640aab305/000001985b...,1
29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,203,1,310,-1,http://www.shindechemicalsindia.com/,0
31,2,0,0,18,1,13,3,1,0,5,3.666666667,16,16,0,0,0,0,0,0,0,0,7,5,199,-1,http://www.au699.com/fiinancialparent/,1
66,7,0,0,15,4,39,5,4,0,13,7,4,2.5,0,12,3,0,0,0,0,0,3,9,25,59800,http://ameli.remboursement.fr.webhelpwussl.com/free/sm/os/ve/PortailAS...,1
15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,145,11,54,35136,http://www.quaron.com/,0
24,1,0,0,1,0,10,2,0,0,6,4.5,0,0,0,13,0,0,0,0,0,0,21,3,229,274300,http://hymesh.net/listfinancial,1
11,2,0,0,1,0,10,3,0,0,3,2.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.kw.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,196,8,580,-1,http://www.wonderfulflora.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,157,11,1136,90045,http://www.sustainablecup.com/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,83,1,361,-1,http://www.businessmate.org/,0
47,6,0,0,17,2,18,3,2,0,10,5.333333333,7,7,0,12,4,0,0,0,0,0,17,7,172,-1,http://www.xpressbuzz.com/uploads/alibaba/index.php...,1
30,3,0,0,5,1,11,3,1,0,4,3,3,3,0,14,1,0,0,0,0,0,-1,-1,-1,-1,http://aeep.com.au/SGD/pvalidate.html,1
32,2,0,0,16,3,16,3,3,0,9,4.666666667,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://hdmombaca.com.br/lite/dpbx/dpbx/,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,158,10,58,-1,http://www.capecoralscreen.com/,1
42,2,0,0,25,1,17,3,1,0,6,5,23,23,0,0,0,0,0,0,0,0,262,1,269,-1,http://kushkm.tripod.com/History-of-the-Olympics/,0
28,2,0,0,1,0,27,3,0,0,16,8.333333333,0,0,0,0,0,0,0,0,0,0,113,7,166,-1,http://random.farkimiztarzimiz.com/,1
31,4,0,0,10,1,13,4,1,0,3,2.5,8,8,0,8,1,0,0,0,0,0,-1,-1,-1,-1,http://www.ucl.ac.uk/~uctytho/ted5.htm,0
19,3,0,0,1,0,18,4,0,0,7,3.75,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.daoheng.com.hk/,0
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,198,6,241,-1,http://www.hotlinuxjobs.com/,0
22,2,0,0,1,0,21,3,0,0,10,6.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://editor.altervista.org/,0
27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,205,11,6225,32258,http://www.novelldesignstudio.com/,0
66,5,0,0,12,2,20,2,2,0,17,9.5,7,4.5,0,6,0,0,28,1,22,0,-1,-1,-1,-1,http://interfacemedicare.ma/modules/01/others?rand=13InboxLightaspxn.1...,1
47,5,0,0,17,1,14,2,1,0,10,6.5,15,15,0,6,1,0,10,1,3,0,8,16,239,-1,http://stuffatweb.com/sign_in_surveys/ii.php?email=...,1
27,2,0,0,4,1,13,2,1,0,9,6,2,2,0,10,1,0,0,0,0,0,40,8,31,11411,http://kwaderrec.com/gb/index2.htm,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,234,6,187,700001,http://www.anandabazar.com/,0
66,6,1,1,9,1,37,4,1,0,21,8.5,7,7,0,20,3,0,0,0,0,0,139,5,216,-1,http://www.verification-accounts.darotob.com/Sign-in/15c31cb36dc03867d...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,173,19,146,-1,http://www.meetapandit.com/,0
47,4,0,0,1,0,11,2,0,0,7,5,0,0,0,35,3,0,0,0,0,0,7,5,214,400000,http://cqdj120.com/dbd5b94c7985e3c8bdacf9ec5ac637b8...,1
19,2,0,1,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,214,2,1110,-1,http://www.paper-clip.com/,0
66,5,1,0,35,4,12,2,4,0,8,5.5,13,7.5,0,12,1,0,7,1,0,0,21,3,5,85016,http://mtadumps.com/wp-admin/css/purchaseorder/verify/document.php?fid...,1
16,1,0,0,1,0,15,2,0,0,10,7,0,0,0,0,0,0,0,0,0,0,78,6,185,126,http://8thorleans.info/,1
19,1,0,0,1,0,14,2,0,0,10,6.5,0,0,0,4,0,0,0,0,0,0,111,9,91,97201,http://gowebtools.com/bobs,1
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,200,4,247,110003,http://www.niua.org/,0
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,214,2,367,-1,http://www.cprw.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,143,13,6,-1,http://www.volcanicacoffee.com/,0
66,6,0,2,9,1,41,4,1,0,26,9.5,7,7,0,16,3,0,0,0,0,0,19,5,576,98083,http://www.service-paypal-information.sweddy.com/SERVICE/dakwx0aognu4y...,1
13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.jvrb.org/,0
28,2,0,2,1,0,27,3,0,0,13,8.333333333,0,0,0,0,0,0,0,0,0,0,86,-1,400,-1,http://touring-india.chez-alice.fr/,0
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,124,8,1221,551,http://www.mancityfans.net/,0
24,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,8,0,0,0,0,0,0,49,11,38,-1,http://www.itworms.com/Dropbox1,1
19,2,0,0,6,1,13,3,1,0,6,3.666666667,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://finsys.com.pk/view/,1
28,3,0,0,5,1,13,3,1,0,5,3.666666667,3,3,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://math.usask.ca/fvk/Valth.html,0
26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,164,4,665,-1,http://www.manpowerfromindia.com/,0
16,1,0,0,1,0,15,2,0,0,11,7,0,0,0,0,0,0,0,0,0,0,84,24,4,-1,http://thedailymba.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,91,5,218,60318,http://www.liverpoolfcnews.net/,0
38,1,0,0,18,2,20,2,2,0,16,9.5,9,7.5,0,0,0,0,0,0,0,0,17,7,141,-1,http://fiberglassmeshes.com/doc_drive/source/,1
85,3,0,0,22,4,25,3,4,0,17,7.666666667,9,4.25,0,38,1,4,0,0,0,0,123,9,98,345,http://www.oldfootballshirts.com/en/teams/l/leicester/old-leicester-football-shirts-t33.html,0
24,3,0,0,4,1,12,3,1,0,4,3.333333333,2,2,0,8,1,0,0,0,0,0,200,4,246,38090,http://www.ruet.com/us/jack.asp,0
18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,184,8,144,-1,http://www.resumagic.com/,0
16,1,0,0,1,0,15,2,0,0,11,7,0,0,0,0,0,0,0,0,0,0,230,58,475,-1,http://winelibrary.com/,0
38,3,0,0,13,1,15,3,1,0,6,4.333333333,11,11,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://users.skynet.be/HL-Editions/index.html,0
51,6,1,0,14,1,34,4,1,0,19,7.75,12,12,0,3,3,0,0,0,0,0,95,1,331,510178,http://www.fbcancelblockcode20.fnhost.org/confirmation/...,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,212,4,259,-1,http://www.resumewizards.com/,0
66,5,0,0,19,2,12,3,2,0,5,3.333333333,8,8,0,35,3,0,0,0,0,0,-1,-1,-1,-1,http://www.mista.eu/phpThumb/document/222a7e13bf4c4bbc349c5d3dd89fa456...,1
42,6,0,0,14,1,13,2,1,0,9,6,12,12,0,15,4,0,0,0,0,0,13,11,43,-1,http://greenaura.net/appz.westpac/westpac.appz...,1
17,3,0,0,1,0,16,4,0,0,5,3.25,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.gaden.com.tw/,0
44,5,0,0,19,2,22,3,2,0,14,6.666666667,9,8,0,3,3,0,0,0,0,0,81,15,54,48,http://www.redboxtraining.com/Tutorials/setting/...,1
45,4,0,0,19,4,23,2,4,0,19,11,6,3.5,0,3,3,0,0,0,0,0,72,60,1005,-1,http://quilterconstruction.com/readme/doc/2/tech/...,1
28,2,0,0,13,2,15,3,2,0,8,4.333333333,6,5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://uniquems.com.do/glaw/Gdoccc/,1
59,8,1,0,17,3,29,5,3,0,8,5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://secure.square.logindqx.usa.cc/account/app/svc/login.html...,1
30,2,0,0,1,0,13,2,0,0,10,6,0,0,0,16,1,0,0,0,0,0,-1,-1,-1,-1,http://biokemiker.dk/indwellsfago.php,1
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,222,6,207,-1,http://www.euclidrecords.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,257,43,629,-1,http://www.waterloorecords.com/,0
27,2,0,0,10,2,17,3,2,0,10,5,4,3.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.negotiatio.eu/yah/yaho/,1
66,4,0,0,26,3,31,2,3,0,27,15,11,7.333333333,0,9,3,0,0,0,0,0,25,-1,22,-1,http://autoservicioslubrirepuestos.com/wp-includes/pomo/alibaba/Alibab...,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,258,6,174,85635,http://www.lauterbach.com/,0
66,8,1,0,33,3,14,4,3,1,3,2.75,14,9.666666667,0,19,5,0,0,0,0,0,-1,-1,-1,-1,http://192.185.216.92/~pastorsilvano/Neworder/alibaba/login.alibaba.co...,1
24,2,0,0,12,1,12,3,1,0,5,3.333333333,10,10,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://jamit.com.au/worksheets/,0
45,5,0,0,11,1,22,2,1,0,18,10.5,9,9,0,12,4,0,0,0,0,0,80,4,238,-1,http://thesmartgirlsguide.com/documents/index.php...,1
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,208,8,137,95476,http://www.taylorandnorton.com/,0
56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.imoxl.usa.cc/account/app/svc/login.html...,1
66,5,0,0,17,2,25,3,2,0,17,7.666666667,9,7,0,24,3,0,0,0,0,0,44,16,268,-1,http://www.cloverhillcapital.com/admin/garyspeed/9aa5dd4d761d14c2cdfed...,1
52,5,0,0,8,1,25,2,1,0,21,12,6,6,0,19,4,0,0,0,0,0,26,10,68,-1,http://prioritybookkeepingct.com/Follow/verification.php...,1
42,2,0,0,6,1,16,3,1,0,9,4.666666667,4,4,0,20,0,2,0,0,0,0,187,77,245,94105,http://en.wikipedia.org/wiki/Church-Turing_thesis,0
16,1,0,0,7,1,9,2,1,0,6,4,5,5,0,0,0,0,0,0,0,0,66,6,178,-1,http://lindos.pl/Zone1/,1
53,4,0,0,40,4,10,2,4,0,6,4.5,13,8.75,0,3,3,0,0,0,0,0,90,6,461,-1,http://saalas.org/administrator/templates/hathor/dropbox/...,1
56,6,0,0,16,3,21,3,3,0,9,6.333333333,7,4,0,19,4,0,0,0,0,0,118,2,80,-1,http://gdrivee.imxsports.com/GoogleD/dld/us/verification.php...,1
66,5,1,4,1,0,48,3,0,0,40,15.33333333,0,0,0,17,3,2,0,0,0,0,10,2,290,-1,http://www.operation0acc-log-in-safesecure-a1bbiaba.com/vip_user_valid...,1
49,3,0,0,19,2,13,3,2,0,4,3.666666667,9,8,0,17,1,1,0,0,0,0,-1,-1,-1,-1,http://math.ucsd.edu/~driver/231-02-03/lecture_notes.htm,0
66,6,1,1,9,1,37,4,1,0,21,8.5,7,7,0,20,3,0,0,0,0,0,139,5,216,-1,http://www.verification-accounts.darotob.com/Sign-in/5b60fcc60b36d1c3d...,1
66,5,0,0,17,2,24,3,2,0,17,7.333333333,11,7,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/b7d82e157686e68500eced...,1
85,3,0,0,22,4,25,3,4,0,17,7.666666667,9,4.25,0,38,1,4,0,0,0,0,123,9,98,345,http://www.oldfootballshirts.com/en/teams/l/liverpool/old-liverpool-football-shirts-t10.html,0
58,6,0,0,29,4,16,3,4,0,9,4.666666667,8,6,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://www.nalborzco.ir/BU/wp-admin/comcast/comcast/index2.php...,1
25,3,0,0,10,2,15,4,2,0,4,3,4,3.5,0,0,0,0,0,0,0,0,-1,41,-1,-1,http://www.hkbu.edu.hk/~ppp/bth/,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,218,10,53,19087,http://www.employment911.com/,0
45,5,0,0,23,2,15,3,2,0,7,4.333333333,11,10,0,7,3,0,0,0,0,0,7,5,228,98083,http://www.haflaat.com/wp-includes/SimplePie/Data...,1
43,4,0,0,21,4,14,4,4,0,3,2.75,6,4,0,8,1,0,0,0,0,0,-1,-1,-1,-1,http://www.cs.cmu.edu/Groups/AI/html/faqs/top.html,0
66,5,0,0,13,2,26,3,2,0,18,8,6,5,0,27,3,0,0,0,0,0,25,-1,35,-1,http://www.constructoraluvial.com/images/home/71969edc514054cc7b10cf17...,1
44,6,1,1,12,2,18,3,2,0,10,5.333333333,5,4.5,0,14,4,0,0,0,0,0,24,0,668,-1,http://www.shape-love.org/azziu/line/verify.html...,1
20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,182,70,1165,110045,http://www.sainiestate.com/,0
36,2,1,3,1,0,35,3,0,0,28,11,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://web-maintenance-account-page.esy.es/,1
66,5,0,0,24,1,20,3,1,0,12,6,22,22,0,22,3,0,0,0,0,0,3,9,79,84097,http://www.monfactufree.com/freemobilemoncompte589/73677fc90f6b57e994b...,1
25,3,0,0,1,0,15,3,0,0,8,4.333333333,0,0,1,9,1,0,0,0,0,0,-1,-1,-1,-1,http://www.dropbox0.tk/index.cgi,1
29,1,0,0,18,2,11,2,2,0,7,5,10,7.5,0,0,0,0,0,0,0,0,16,20,356,-1,http://ejvoice.com/863d7wwwww/casts/,1
21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,201,3,291,-1,http://www.marktwendell.com/,0
24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,153,3,710,-1,http://www.mostlychocolate.com/,0
22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,170,22,328,-1,http://www.silvertipstea.com/,0
32,3,1,0,9,1,13,3,1,0,6,3.666666667,7,7,0,10,1,0,0,0,0,0,-1,-1,-1,-1,http://www.bpavto.si/modules/update.htm,1
19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,212,76,302,-1,http://www.primewines.com/,0
23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,169,34,824,12730,http://www.caswellscoffee.com/,0
35,3,0,1,1,0,30,4,0,0,9,6.75,0,0,0,4,0,0,0,0,0,0,-1,-1,-1,53113,http://w9udyd7n7.homepage.t-online.de/hase,1
66,5,0,0,6,1,19,3,1,0,12,5.666666667,4,4,0,41,3,5,0,0,0,0,-1,-1,-1,-1,http://bandaremidos.com.br/usaa/inet-logon-ent-logon-logon-redirectjsp...,1
